trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20243,MasterCard,Débito,Puro,741164,183730
20232,VISA,Débito,Híbrido,376412,36538
20242,MasterCard,Crédito,Co-branded,1095155,14960
20232,Elo,Crédito,Puro,555168,331634
20242,VISA,Pré-Pago,Puro,16716665,3954387
20251,VISA,Crédito,Híbrido,4991621,172758
20232,VISA,Crédito,Híbrido,13332,10927
20243,Hipercard,Crédito,Puro,296380,277375
20233,Elo,Débito,Puro,207678019,42191384
20233,MasterCard,Crédito,Híbrido,3142573,831068
20232,MasterCard,Crédito,Co-branded,12062656,318493
20251,Bandeira própria,Crédito,Puro,150141,31512
20251,American Express,Crédito,Puro,494942,399474
20251,Elo,Débito,Híbrido,123435,123218
20234,Hipercard,Crédito,Puro,11,3
20243,Bandeira própria,Crédito,Puro,22027,9333
20242,MasterCard,Débito,Puro,901002,466261
20233,Outras,Débito,Puro,3327250,1572425
20251,VISA,Débito,Puro,14854954,7463320
20251,VISA,Pré-Pago,Puro,2679715,751208
20232,VISA,Débito,Puro,769712,424322
20244,VISA,Débito,Puro,2793642,866397
20241,Bandeira própria,Crédito,Puro,17797,5783
20242,Elo,Crédito,Puro,525980,341125
20233,MasterCard,Pré-Pago,Puro,285288,131900
20241,Elo,Crédito,Co-branded,1015973,500472
20232,Bandeira própria,Crédito,Puro,4614822,954097
20242,Bandeira própria,Crédito,Puro,23660,8316
20232,VISA,Crédito,Puro,3008680,1703526
20242,American Express,Crédito,Puro,35545,20900
20242,VISA,Pré-Pago,Puro,1779234,582170
20232,MasterCard,Crédito,Híbrido,17979363,6691219
20234,Elo,Débito,Híbrido,118723,27087
20241,MasterCard,Crédito,Co-branded,9,1
20234,Bandeira própria,Pré-Pago,Puro,729993,729992
20233,Elo,Pré-Pago,Co-branded,5551,451
20233,MasterCard,Crédito,Puro,70244858,19495348
20242,VISA,Débito,Co-branded,298979,269081
20243,VISA,Débito,Co-branded,621045,33316
20233,American Express,Crédito,Co-branded,18415,16278
20251,Elo,Crédito,Co-branded,838051,102453
20251,MasterCard,Crédito,Híbrido,23875909,7521184
20234,MasterCard,Pré-Pago,Puro,3955375,1537702
20244,Elo,Débito,Híbrido,193313,109267
20233,MasterCard,Débito,Co-branded,100,48
20251,Elo,Débito,Puro,175554057,26029694
20244,MasterCard,Pré-Pago,Puro,648224,250026
20241,MasterCard,Crédito,Co-branded,11881770,195919
20234,VISA,Débito,Puro,896271,498743
20242,MasterCard,Débito,Puro,427463,297322
20241,MasterCard,Crédito,Co-branded,425724,332417
20233,VISA,Crédito,Híbrido,8913152,4007522
20243,MasterCard,Crédito,Híbrido,21779528,7390968
20244,MasterCard,Crédito,Híbrido,6415139,2359175
20244,VISA,Pré-Pago,Puro,1543262,170751
20243,American Express,Crédito,Puro,306497,219846
20241,VISA,Crédito,Puro,31634563,12074172
20241,MasterCard,Crédito,Híbrido,11241258,2415075
20242,VISA,Débito,Co-branded,559417,34184
20251,VISA,Pré-Pago,Puro,14915,0
20242,American Express,Crédito,Puro,428,428
20242,Elo,Débito,Híbrido,168582,91781
20242,VISA,Crédito,Puro,2868434,898660
20244,VISA,Crédito,Híbrido,47265,39257
20244,MasterCard,Crédito,Híbrido,22843915,7479390
20243,Elo,Crédito,Puro,3940827,2295667
20241,MasterCard,Débito,Puro,685994,179243
20232,Elo,Pré-Pago,Puro,4513867,6112
20233,Hipercard,Crédito,Puro,401,16
20243,VISA,Crédito,Puro,677068,371731
20251,American Express,Crédito,Puro,32605,24741
20234,Elo,Crédito,Puro,543737,357028
20241,MasterCard,Débito,Co-branded,22238740,6984888
20251,VISA,Débito,Puro,11116709,4896035
20232,VISA,Pré-Pago,Puro,20036717,4427963
20251,Outras,Débito,Puro,4113072,1667785
20241,MasterCard,Pré-Pago,Puro,57818456,30607469
20243,Elo,Crédito,Puro,9194063,3229316
20232,Elo,Crédito,Co-branded,660352,356568
20251,Bandeira própria,Pré-Pago,Puro,2175520,2083641
20233,Elo,Pré-Pago,Puro,42069171,4555272
20241,Elo,Crédito,Puro,28589,11983
20242,MasterCard,Pré-Pago,Puro,2134080,144156
20241,Bandeira própria,Crédito,Puro,4914515,1693840
20243,MasterCard,Débito,Puro,2107753,457575
20234,VISA,Pré-Pago,Puro,2078,8
20233,VISA,Crédito,Híbrido,41100,11727
20244,Bandeira própria,Crédito,Co-branded,9345211,1586368
20234,MasterCard,Crédito,Co-branded,11889454,191888
20234,American Express,Crédito,Co-branded,18462,16129
20232,VISA,Crédito,Híbrido,7286393,3259810
20244,MasterCard,Crédito,Puro,1232511,1084742
20233,VISA,Crédito,Híbrido,14716,9617
20232,MasterCard,Débito,Puro,218,90
20243,MasterCard,Débito,Puro,578063,348752
20233,MasterCard,Crédito,Co-branded,141924,36426
20233,VISA,Débito,Puro,2051559,1210586
20234,MasterCard,Crédito,Puro,274153,140968
20234,VISA,Débito,Híbrido,81551,27479
20243,MasterCard,Pré-Pago,Puro,4022253,940899
20241,MasterCard,Débito,Puro,40672790,13064075
20244,Elo,Crédito,Puro,252863,211879
20244,VISA,Débito,Puro,186843491,47613952
20243,MasterCard,Crédito,Puro,5922185,1765684
20234,American Express,Crédito,Co-branded,32535,26849
20233,MasterCard,Débito,Co-branded,95934,70023
20232,Elo,Débito,Puro,98280,81281
20234,Outras,Débito,Puro,3355055,1547461
20232,VISA,Crédito,Co-branded,6143701,428447
20244,VISA,Crédito,Co-branded,13448217,3875502
20244,Elo,Crédito,Puro,419012,316762
20243,American Express,Crédito,Puro,58085,42355
20242,MasterCard,Débito,Co-branded,102830,15997
20234,MasterCard,Crédito,Puro,5898164,4345910
20251,Outras,Crédito,Puro,988982,399300
20244,MasterCard,Pré-Pago,Puro,2225551,124277
20232,MasterCard,Crédito,Puro,183396,93749
20233,MasterCard,Débito,Puro,1805896,429050
20243,Elo,Pré-Pago,Co-branded,2280,308
20241,Hipercard,Crédito,Puro,801361,748641
20244,MasterCard,Débito,Puro,33182826,10877948
20242,VISA,Débito,Puro,1015968,583957
20243,American Express,Crédito,Puro,495769,389063
20244,Elo,Pré-Pago,Puro,231121,184153
20244,VISA,Débito,Puro,6125555,3015183
20232,VISA,Crédito,Co-branded,678392,634461
20241,VISA,Pré-Pago,Puro,1745374,177742
20234,American Express,Crédito,Puro,341311,251109
20233,American Express,Crédito,Puro,346312,263935
20241,MasterCard,Crédito,Híbrido,20214179,7449290
20232,MasterCard,Crédito,Híbrido,226165,143741
20232,Bandeira própria,Crédito,Co-branded,5837706,1110955
20233,Elo,Crédito,Puro,8722186,3186719
20241,Outras,Crédito,Puro,85387,72412
20234,Elo,Crédito,Co-branded,858052,224955
20244,American Express,Crédito,Puro,496251,404409
20251,MasterCard,Crédito,Puro,99632486,46150478
20232,Outras,Crédito,Puro,97834,81501
20251,American Express,Crédito,Puro,57624,43760
20251,MasterCard,Débito,Puro,794362,299280
20233,VISA,Crédito,Co-branded,613657,567148
20232,VISA,Crédito,Puro,598732,344567
20243,Elo,Débito,Híbrido,172826,108753
20234,Outras,Crédito,Puro,87830,73993
20232,Bandeira própria,Pré-Pago,Puro,721858,721857
20244,MasterCard,Débito,Co-branded,29760788,5024634
20232,VISA,Crédito,Puro,8812227,6287206
20241,Elo,Crédito,Puro,3237032,1889606
20232,VISA,Crédito,Co-branded,199472,164140
20244,MasterCard,Crédito,Co-branded,600792,463140
20243,VISA,Crédito,Puro,8875134,5632995
20243,VISA,Crédito,Híbrido,9298072,3563168
20244,Elo,Pré-Pago,Puro,1883666,1316223
20233,Elo,Crédito,Puro,290773,249242
20241,MasterCard,Crédito,Híbrido,10203,8077
20251,MasterCard,Crédito,Co-branded,744677,588848
20243,Outras,Débito,Puro,363697,45148
20232,VISA,Crédito,Co-branded,5985998,5129631
20251,MasterCard,Pré-Pago,Puro,3374057,150220
20234,MasterCard,Crédito,Híbrido,3839541,1287892
20244,Elo,Pré-Pago,Puro,332858,238
20243,Elo,Pré-Pago,Puro,210041,162586
20244,MasterCard,Pré-Pago,Puro,4302818,929210
20242,Outras,Débito,Puro,4113858,1644000
20242,VISA,Débito,Puro,2,2
20232,MasterCard,Crédito,Co-branded,310871,237811
20241,Outras,Crédito,Puro,1004105,183709
20232,MasterCard,Crédito,Co-branded,17624453,9513550
20251,MasterCard,Crédito,Co-branded,1095905,15265
20233,MasterCard,Crédito,Puro,85895461,48905253
20232,MasterCard,Débito,Co-branded,5243811,3149172
20241,MasterCard,Crédito,Híbrido,41340,22688
20234,VISA,Débito,Puro,2819,458
20242,MasterCard,Crédito,Co-branded,1170783,904798
20241,VISA,Pré-Pago,Puro,4833,84
20233,MasterCard,Débito,Co-branded,17717178,17312958
20242,MasterCard,Débito,Co-branded,1348576,99469
20251,Elo,Débito,Puro,950395,349956
20242,MasterCard,Crédito,Híbrido,42068,21935
20234,MasterCard,Débito,Co-branded,113485,8572
20234,VISA,Crédito,Co-branded,6166690,399920
20243,Bandeira própria,Crédito,Puro,6730265,2554129
20244,MasterCard,Débito,Puro,616244,300676
20251,Elo,Crédito,Puro,249946,207390
20242,Elo,Débito,Puro,1007410,403496
20232,Elo,Crédito,Puro,163571,85227
20233,VISA,Débito,Puro,14151530,8176529
20242,MasterCard,Débito,Puro,40298766,12752740
20244,MasterCard,Pré-Pago,Puro,10358699,4580900
20241,VISA,Crédito,Puro,8646754,6289341
20244,Outras,Débito,Puro,4129391,1668714
20242,VISA,Crédito,Co-branded,354158,316927
20243,VISA,Crédito,Puro,9806956,7274071
20232,VISA,Débito,Co-branded,8137,2910
20233,VISA,Crédito,Puro,22129229,12777840
20234,VISA,Crédito,Co-branded,2,2
20234,Elo,Crédito,Puro,3194351,2045331
20243,Elo,Crédito,Puro,281164,210177
20241,Bandeira própria,Débito,Puro,17797,5783
20232,American Express,Crédito,Puro,67588,49420
20242,MasterCard,Crédito,Puro,1911322,1002426
20234,MasterCard,Pré-Pago,Puro,6672791,523747
20241,Elo,Pré-Pago,Puro,6726,0
20233,MasterCard,Débito,Puro,63920506,40189845
20232,VISA,Crédito,Híbrido,9040744,3987112
20232,MasterCard,Pré-Pago,Puro,252494,116808
20244,Elo,Crédito,Puro,310153,294445
20241,MasterCard,Pré-Pago,Puro,3605035,863471
20251,Elo,Crédito,Puro,4341663,2683083
20232,MasterCard,Débito,Puro,558009,243085
20244,VISA,Crédito,Híbrido,6712824,2064111
20243,MasterCard,Débito,Co-branded,1290252,87782
20243,VISA,Crédito,Puro,22882973,12303631
20232,MasterCard,Débito,Puro,31624574,10529127
20234,Elo,Débito,Puro,979821,417472
20251,Elo,Pré-Pago,Puro,19516421,137846
20233,American Express,Crédito,Puro,27741,19039
20232,Elo,Débito,Puro,204562242,42501827
20234,VISA,Débito,Híbrido,425465,35960
20251,American Express,Crédito,Puro,33303,23931
20234,American Express,Crédito,Puro,64609,46352
20242,VISA,Crédito,Co-branded,14908036,13031313
20242,American Express,Crédito,Puro,504568,388580
20233,Elo,Crédito,Puro,217198,201873
20243,MasterCard,Pré-Pago,Puro,62547790,30857753
20244,VISA,Débito,Híbrido,441423,21662
20242,MasterCard,Pré-Pago,Puro,9587399,4330983
20243,MasterCard,Débito,Puro,67781162,43498183
20251,VISA,Crédito,Híbrido,81188,62107
20244,Elo,Débito,Puro,1062155,352712
20243,American Express,Crédito,Puro,31409,21245
20242,MasterCard,Crédito,Co-branded,9,1
20243,MasterCard,Pré-Pago,Puro,4021576,1958250
20241,VISA,Crédito,Híbrido,8781931,3613582
20244,MasterCard,Crédito,Co-branded,249004,10711
20242,Outras,Débito,Co-branded,31745,40
20243,MasterCard,Pré-Pago,Puro,2489144,486343
20234,Bandeira própria,Crédito,Puro,145799,32506
20241,MasterCard,Débito,Co-branded,146175,16144
20233,VISA,Débito,Puro,806170,445611
20251,Hipercard,Crédito,Puro,29432,10788
20251,VISA,Débito,Puro,6821894,3064798
20251,MasterCard,Crédito,Híbrido,4876668,4079376
20241,MasterCard,Crédito,Co-branded,1037146,809060
20232,VISA,Crédito,Puro,1788175,933140
20251,VISA,Crédito,Puro,683712,371268
20241,MasterCard,Crédito,Híbrido,4718484,4250225
20242,MasterCard,Crédito,Puro,5660226,554759
20241,MasterCard,Crédito,Puro,6453032,4666086
20234,VISA,Pré-Pago,Puro,20743994,4120282
20243,Bandeira própria,Pré-Pago,Puro,1079074,1031284
20241,Elo,Crédito,Co-branded,852724,194800
20244,Bandeira própria,Crédito,Híbrido,663305,287250
20232,Elo,Débito,Puro,1113512,391947
20233,Elo,Crédito,Puro,527330,352943
20244,VISA,Débito,Puro,1376489,815380
20242,MasterCard,Pré-Pago,Puro,60318579,30695205
20233,VISA,Débito,Híbrido,407712,36733
20243,Elo,Crédito,Puro,2628785,1745531
20251,American Express,Crédito,Co-branded,38172,30173
20243,VISA,Pré-Pago,Puro,17206962,3858818
20241,VISA,Pré-Pago,Puro,21008233,3943159
20232,MasterCard,Crédito,Co-branded,1093531,14474
20232,Elo,Crédito,Co-branded,870718,315604
20234,VISA,Crédito,Híbrido,9075302,3626069
20243,MasterCard,Crédito,Puro,7744803,5596573
20251,VISA,Crédito,Co-branded,227,111
20241,Elo,Pré-Pago,Co-branded,1509503,1320018
20243,Elo,Pré-Pago,Puro,2740171,2557481
20244,VISA,Crédito,Híbrido,9160524,3405867
20234,MasterCard,Crédito,Co-branded,9,1
20241,Hipercard,Crédito,Puro,399,16
20251,Bandeira própria,Crédito,Puro,7224372,2680197
20244,MasterCard,Crédito,Puro,6114726,1809975
20241,VISA,Crédito,Co-branded,13987304,11614298
20242,Bandeira própria,Crédito,Co-branded,9329163,1678212
20242,MasterCard,Crédito,Puro,21424220,14989033
20244,VISA,Débito,Co-branded,672621,33665
20243,MasterCard,Débito,Puro,432810,290127
20234,VISA,Crédito,Puro,22375753,12743812
20234,Elo,Pré-Pago,Puro,5657,0
20241,American Express,Crédito,Puro,37057,25505
20232,Elo,Crédito,Híbrido,27003,2683
20243,VISA,Pré-Pago,Puro,26555713,7421135
20234,VISA,Crédito,Co-branded,537,455
20243,MasterCard,Crédito,Híbrido,11431082,2398075
20244,MasterCard,Pré-Pago,Puro,4046856,1763097
20251,American Express,Crédito,Co-branded,16512,11471
20233,MasterCard,Crédito,Puro,5337351,3951416
20232,MasterCard,Débito,Co-branded,16449576,16126711
20251,VISA,Crédito,Puro,3958674,2202820
20243,VISA,Débito,Híbrido,101563,51352
20242,Hipercard,Crédito,Puro,461871,426888
20244,Outras,Débito,Co-branded,1292,1292
20251,MasterCard,Crédito,Puro,6184338,1838284
20243,American Express,Crédito,Co-branded,34623,27341
20241,MasterCard,Crédito,Co-branded,1093698,14570
20233,VISA,Débito,Puro,149358765,39165183
20242,MasterCard,Pré-Pago,Puro,3927035,2044984
20244,MasterCard,Crédito,Híbrido,11585485,2322307
20242,MasterCard,Pré-Pago,Puro,14380998,989134
20234,Elo,Crédito,Híbrido,16377,834
20251,VISA,Crédito,Co-branded,21898838,19697831
20241,MasterCard,Pré-Pago,Puro,5259728,387425
20243,Hipercard,Crédito,Puro,396,15
20232,Hipercard,Crédito,Puro,402,17
20233,MasterCard,Débito,Co-branded,5238796,3144976
20232,VISA,Débito,Puro,84468354,26068815
20233,American Express,Crédito,Puro,40031,31757
20241,MasterCard,Pré-Pago,Puro,2234262,154077
20234,VISA,Crédito,Híbrido,40493,10836
20233,MasterCard,Crédito,Co-branded,1094404,14853
20234,MasterCard,Crédito,Híbrido,19533568,7484239
20242,MasterCard,Crédito,Híbrido,20920199,7403427
20242,VISA,Crédito,Híbrido,571476,332368
20241,Bandeira própria,Crédito,Co-branded,9136938,1784241
20243,American Express,Crédito,Puro,34407,24692
20234,VISA,Pré-Pago,Puro,1739585,176816
20243,VISA,Crédito,Puro,8643479,6273035
20241,MasterCard,Crédito,Puro,5618973,825466
20233,VISA,Crédito,Puro,8818225,6376654
20243,Elo,Crédito,Puro,39028,11365
20233,VISA,Crédito,Híbrido,428118,254398
20233,VISA,Débito,Híbrido,39,15
20243,MasterCard,Crédito,Co-branded,11881338,210077
20244,Elo,Crédito,Co-branded,1355792,603805
20243,MasterCard,Crédito,Puro,91851842,45394495
20232,MasterCard,Débito,Puro,459821,286083
20233,Elo,Crédito,Híbrido,29245,3058
20234,VISA,Crédito,Híbrido,483195,284159
20251,MasterCard,Pré-Pago,Puro,4067021,1466760
20241,American Express,Crédito,Puro,325162,228302
20243,MasterCard,Crédito,Puro,3048550,969545
20241,MasterCard,Débito,Co-branded,32,8
20232,MasterCard,Débito,Co-branded,9925,6398
20232,MasterCard,Crédito,Puro,7090404,2694579
20244,MasterCard,Crédito,Puro,2944983,916825
20242,Outras,Crédito,Puro,1062531,246932
20244,Hipercard,Crédito,Puro,278021,259516
20244,MasterCard,Crédito,Co-branded,11879598,193937
20244,VISA,Crédito,Puro,23657048,13087160
20234,Bandeira própria,Crédito,Puro,4861338,958621
20251,MasterCard,Crédito,Híbrido,41919,20173
20233,Bandeira própria,Crédito,Híbrido,663489,305119
20244,VISA,Pré-Pago,Puro,2047870,588251
20243,Elo,Pré-Pago,Puro,39347493,215959
20244,VISA,Débito,Puro,10258141,4879883
20234,Hipercard,Crédito,Puro,1016078,950687
20242,MasterCard,Crédito,Co-branded,11889984,220083
20243,Bandeira própria,Crédito,Co-branded,7079449,1380694
20242,Bandeira própria,Débito,Puro,23660,8316
20233,VISA,Pré-Pago,Puro,33885134,12555217
20244,VISA,Pré-Pago,Puro,25649338,7087037
20251,Bandeira própria,Crédito,Híbrido,661818,283607
20232,VISA,Crédito,Híbrido,1186040,696991
20243,VISA,Crédito,Puro,33012657,12081556
20234,VISA,Crédito,Híbrido,7188295,3004817
20251,VISA,Crédito,Puro,8400406,6304317
20244,Bandeira própria,Crédito,Puro,146980,31953
20251,Elo,Crédito,Puro,150231,132507
20242,MasterCard,Crédito,Co-branded,5536281,1519593
20251,Bandeira própria,Crédito,Co-branded,9568761,1640276
20233,MasterCard,Pré-Pago,Puro,3313753,815649
20244,VISA,Crédito,Co-branded,258,125
20234,MasterCard,Crédito,Co-branded,14,10
20251,Elo,Crédito,Puro,9602654,3699741
20232,Elo,Crédito,Puro,301696,257246
20242,American Express,Crédito,Co-branded,17036,14289
20251,Elo,Crédito,Puro,384722,302383
20241,MasterCard,Débito,Puro,64804978,41724922
20241,VISA,Débito,Puro,10416591,5178670
20241,Outras,Débito,Puro,707,14
20244,American Express,Crédito,Co-branded,15452,12165
20243,VISA,Crédito,Híbrido,7090896,2526257
20233,MasterCard,Pré-Pago,Puro,2066074,162856
20233,MasterCard,Débito,Puro,447372,321668
20243,VISA,Débito,Co-branded,308075,277268
20244,MasterCard,Crédito,Co-branded,15,4
20233,Elo,Débito,Puro,668149,563231
20234,MasterCard,Débito,Co-branded,52627,8314
20243,Elo,Débito,Puro,200340647,32373780
20241,MasterCard,Débito,Puro,434564,304030
20241,VISA,Débito,Puro,958594,542069
20233,Bandeira própria,Crédito,Puro,4792326,626999
20232,MasterCard,Crédito,Puro,1033176,501892
20234,Elo,Pré-Pago,Puro,4424105,3371
20242,Elo,Pré-Pago,Puro,38813247,308784
20241,Elo,Crédito,Híbrido,14711,4621
20234,American Express,Crédito,Puro,27676,18805
20232,MasterCard,Débito,Puro,824139,473717
20243,MasterCard,Crédito,Puro,21964463,15202239
20244,VISA,Crédito,Puro,686763,374386
20242,VISA,Crédito,Puro,3146577,1768185
20251,VISA,Crédito,Puro,24263875,13341754
20243,Elo,Crédito,Puro,256085,216436
20232,Bandeira própria,Débito,Puro,24722,10603
20241,Elo,Crédito,Puro,9526066,2970311
20243,VISA,Crédito,Híbrido,1320692,727814
20241,Outras,Débito,Puro,182129,139235
20241,VISA,Crédito,Co-branded,496,419
20234,MasterCard,Pré-Pago,Puro,307974,137493
20233,Elo,Pré-Pago,Puro,4465773,4582
20251,Outras,Débito,Puro,107203,97416
20251,Elo,Crédito,Co-branded,1466990,628701
20233,VISA,Débito,Puro,11852380,5954199
20234,Bandeira própria,Crédito,Co-branded,6274229,1197380
20251,Elo,Crédito,Híbrido,9988,6129
20234,American Express,Crédito,Puro,543096,441813
20233,VISA,Débito,Co-branded,7732,2871
20233,VISA,Crédito,Puro,606433,352352
20232,MasterCard,Crédito,Puro,71650860,19550886
20234,VISA,Crédito,Co-branded,560914,513678
20251,MasterCard,Débito,Puro,2149650,346733
20232,American Express,Crédito,Puro,557068,460497
20242,Elo,Crédito,Puro,184301,123397
20251,VISA,Débito,Co-branded,704316,32180
20244,VISA,Crédito,Híbrido,22748,8919
20251,MasterCard,Crédito,Co-branded,1525690,1246544
20234,Elo,Crédito,Co-branded,896785,457404
20233,VISA,Pré-Pago,Puro,982415,101016
20234,MasterCard,Crédito,Puro,1576960,823339
20232,MasterCard,Pré-Pago,Puro,49333996,27797721
20243,Elo,Crédito,Puro,137939,99959
20242,MasterCard,Débito,Co-branded,252307,23870
20241,MasterCard,Débito,Co-branded,66625,12072
20241,VISA,Crédito,Puro,7709580,5028041
20234,VISA,Crédito,Híbrido,17902,14310
20251,VISA,Crédito,Puro,7973802,2444860
20244,Bandeira própria,Crédito,Co-branded,7421638,1477059
20242,VISA,Crédito,Co-branded,451,383
20242,Elo,Pré-Pago,Puro,176757,143810
20242,VISA,Crédito,Co-branded,6223997,402681
20244,VISA,Crédito,Co-branded,405291,366901
20251,VISA,Crédito,Co-branded,6309725,395721
20242,VISA,Débito,Puro,13931411,7608396
20243,VISA,Pré-Pago,Puro,75182514,15427560
20241,VISA,Débito,Puro,164028358,40877036
20244,VISA,Pré-Pago,Puro,8,1
20241,Outras,Débito,Puro,3926261,1535248
20251,Outras,Crédito,Puro,1058751,230786
20242,Elo,Pré-Pago,Co-branded,1565886,1341818
20241,MasterCard,Crédito,Híbrido,423330,311204
20244,VISA,Pré-Pago,Co-branded,31447,299
20243,Outras,Débito,Co-branded,31745,364
20242,MasterCard,Crédito,Híbrido,5093738,1903489
20232,VISA,Débito,Puro,78697438,21846955
